,time,nBits,value,in_count,out_count,count,value_min,value_max,in_min,in_max,out_min,out_max,Open,Close,Volume BTC,Volume USD
7634,1605308400,4075231313401,7948859629981,23758,32691,10531,546,1928390002012,1,757,1,151,16332.68,16344.16,6.3,102946.87
7635,1605312000,3738563262631,5866964838950,23078,30439,9661,734,1928389902012,1,391,1,211,16344.16,16303.75,14.04,228807.21
7636,1605315600,7588962234081,15819352981530,57418,54011,19611,546,1928389215307,1,600,1,3767,16303.75,16219.45,17.38,282639.62
7637,1605319200,1953835618779,2877854840849,20827,14477,5049,546,1927789463221,1,745,1,165,16219.45,16209.25,11.47,186017.57
7638,1605322800,5758958542022,4443129031661,52050,48233,14882,0,1927778474221,1,902,1,943,16209.25,16213.83,4.899,79336.25
7639,1605326400,2737072555283,9524040605416,24888,24367,7073,0,1927884339909,1,500,1,1618,16213.83,16155.16,10.21,164876.63
7640,1605330000,4100771648287,3772873692984,60664,28857,10597,0,1927589565476,1,500,1,608,16155.16,16180.76,5.5520000000000005,89436.46
7641,1605333600,3945207790345,3673888708171,44556,32082,10195,754,1927589650063,1,326,1,2547,16180.76,16191.57,4.332,70184.88
7642,1605337200,4492003141768,9633675682970,37897,31103,11608,0,1927589550063,1,1026,1,538,16191.57,16116.11,12.04,194109.71
7643,1605340800,2439488956384,4885061836939,14637,15852,6304,546,1920241182344,1,250,1,119,16116.11,15982.92,28.5,454771.2
7644,1605344400,4868916568722,12668814172715,30683,36476,12582,599,1918944869569,1,970,1,167,15982.92,15828.84,26.28,417282.68
7645,1605348000,4673107334596,9307525571086,30685,29764,12076,568,1911792571725,1,933,1,126,15828.84,15874.27,22.7,360023.36
7646,1605351600,5940062734850,11648800235849,50309,38920,15350,0,1910427901259,1,1099,1,474,15874.27,15953.32,14.98,238461.33
7647,1605355200,4252078783748,9921360428391,32080,30576,10988,546,1904539068779,1,820,1,173,15953.32,15927.54,15.5,246478.43
7648,1605358800,4378619533865,11401838522678,36354,30934,11315,546,1907087256864,1,622,1,311,15927.54,15951.91,22.96,365778.23
7649,1605362400,5335608142548,9915609649730,36399,37066,13788,546,1906101649953,1,363,1,378,15951.91,16030.75,16.52,264691.82
7650,1605366000,972080624752,2359898745773,5947,7678,2512,1596,1906103699953,1,232,1,147,16030.75,15973.93,13.47,215628.94
7651,1605369600,6048028695959,5190647234886,34574,49774,15629,832,1906105399953,1,625,1,152,15973.93,15881.55,35.21,562199.44
7652,1605373200,7669839961220,16033803880164,47464,53127,19820,546,1907839446866,1,631,1,215,15881.55,15932.74,30.68,486203.79
7653,1605376800,4507095157837,1916345349210,36714,34839,11647,570,84022209096,1,600,1,1192,15932.74,15930.0,13.28,211608.84
7654,1605380400,4889039256814,12090987942303,29140,41735,12634,761,1908639346866,1,698,1,250,15930.0,15907.5,7.513999999999999,119538.32
7655,1605384000,7179155951592,7292617518093,71736,49248,18552,0,1910656714277,1,745,1,364,15907.5,16010.99,11.15,177874.47
7656,1605387600,2922820445363,4262933844562,18641,27817,7553,886,1910705614277,1,865,1,251,16010.99,16019.74,16.45,263555.23
7657,1605391200,2564481807417,2735181570625,19069,19595,6627,818,1910705514277,1,662,1,245,16019.74,16054.2,8.347000000000001,133838.46
7658,1605394800,2886057842118,13018687344842,17708,23835,7458,1860,1911797068310,1,600,1,85,16054.2,16096.16,7.7989999999999995,125651.81
7659,1605398400,5312389656288,3207076737558,38761,33113,13728,593,1912076151669,1,618,1,201,16096.16,16076.92,6.528,105080.2
7660,1605402000,1194591118077,6845245017355,5442,10451,3087,2046,1912090023600,1,560,1,105,16076.92,15997.23,6.938,111069.25
7661,1605405600,5149086302926,2168227661440,37905,43679,13306,546,117714867244,1,920,1,3607,15997.23,16002.99,5.8229999999999995,93228.08
7662,1605409200,4080261985424,7975750815314,36308,36165,10544,0,1912170130281,1,600,1,1572,16002.99,15951.79,4.525,72166.37
7663,1605412800,2979705736700,5584380527375,24877,21614,7700,0,1911132090281,1,423,1,180,15951.79,15960.29,2.583,41224.68
7664,1605416400,2891862463683,3367237385201,18046,21345,7473,0,1911131990281,1,634,1,317,15960.29,16033.6,3.872,61927.25
7665,1605420000,2761064991085,6776302820374,20567,19451,7135,0,1911169868299,1,973,1,760,16033.6,16070.45,1.405,22552.05
7666,1605423600,3979261570193,4252993050629,51116,27075,10283,546,1911171107619,1,600,1,115,16070.45,16046.78,2.862,45930.72
7667,1605427200,3942111992177,11919380950464,47324,27307,10187,546,1911172007619,1,606,1,313,16046.78,16147.01,8.48,136866.88
7668,1605430800,1574600343199,3080272830519,19087,11779,4069,4536,1908158772283,1,600,1,153,16147.01,16087.29,11.08,178591.03
7669,1605434400,5957476599545,4762359446196,42272,43389,15395,546,1908123933128,1,600,1,2606,16087.29,16020.36,9.932,159225.61
7670,1605438000,2706501548374,5342663696317,18978,18919,6994,546,1908112208542,1,446,1,162,16020.36,15989.75,9.079,145457.85
7671,1605441600,5483432505070,6113400636993,60696,37282,14170,546,1907104104888,1,862,1,1443,15989.75,16011.71,7.257999999999999,116368.41
7672,1605445200,4120507361608,3972301213845,34959,28539,10648,546,1906159539582,1,1088,1,422,16011.71,16078.3,6.442,103370.56
7673,1605448800,5464083766520,12789761202657,40153,37003,14120,546,1906153549582,1,996,1,201,16078.3,16079.4,2.548,40986.92
7674,1605452400,2332683919588,5131328238771,18681,18266,6028,546,1905586167992,1,667,1,201,16079.4,16052.56,7.376,118505.48
7675,1605456000,4574428767991,8243092693772,37260,37671,11821,546,1905584896982,1,762,1,251,16052.56,16026.24,11.69,187120.01
7676,1605459600,1999885616528,2814456143857,11527,16715,5168,567,1903609180337,1,312,1,383,16026.24,15916.53,14.2,226633.54
7677,1605463200,7273190820945,10267543866441,48928,50931,18795,546,1900517345643,1,911,1,91,15916.53,15923.19,19.59,311662.76
7678,1605466800,6024810209699,11728712565921,42274,42795,15569,546,1900545445889,1,539,1,518,15923.19,15890.0,11.75,186831.7
7679,1605470400,5907556854086,7735981386078,44648,48153,15266,0,1900602529537,1,843,1,2831,15890.0,15870.08,8.99,142605.94
7680,1605474000,4958307740823,9345530616846,76083,35320,12813,575,1900519206280,1,1000,1,211,15870.08,15860.59,7.329,116455.05
7681,1605477600,3599639319842,11206540435462,49925,26833,9302,930,1900548553786,1,1000,1,157,15860.59,15939.27,10.77,170826.42
7682,1605481200,3526888062894,5264028551933,31140,26922,9114,378,1900548453786,1,679,1,301,15939.27,15975.9,19.28,308429.09
7683,1605484800,3673551501103,7897646694441,50906,29300,9493,563,1900338360044,1,676,1,345,15975.9,15995.02,10.59,168815.82
7684,1605488400,3481998989458,3983264116730,64736,30785,8998,546,1900338260044,1,676,1,3641,15995.02,15967.39,11.3,180686.44
7685,1605492000,2249097369052,5403442859765,25086,19075,5812,0,1900327032713,1,663,1,942,15967.39,15961.86,8.362,133671.93
7686,1605495600,4266396850275,13578541605934,37040,37312,11025,0,1896851690374,1,728,1,1541,15961.86,16032.0,7.3660000000000005,118032.71
7687,1605499200,3264906142927,8369917327694,23602,26353,8437,546,1887328178982,1,344,1,501,16032.0,16052.14,2.261,36246.35
7688,1605502800,3785774184693,13614727608231,27850,29426,9783,0,1887328078982,1,630,1,2542,16052.14,16125.62,12.59,202985.41
7689,1605506400,3711862003432,20126241014370,32435,26712,9592,0,1886959029875,1,916,1,419,16125.62,16248.75,8.9,144358.88
7690,1605510000,5371596796251,6143054094843,40961,35269,13881,0,1885435510494,1,984,1,140,16248.75,16259.8,8.357000000000001,135940.12
7691,1605513600,4854985476966,13715976654544,39287,31566,12546,0,1885633492049,1,865,1,410,16259.8,16235.13,6.4270000000000005,104422.33
7692,1605517200,4290002311306,4574970630663,30607,31686,11086,546,1885332151972,1,699,1,376,16235.13,16232.4,7.056,114378.79
7693,1605520800,7299892080144,24522392703388,49112,48728,18864,546,1885139055546,1,750,1,1476,16232.4,16383.0,20.51,334885.48
7694,1605524400,4657628343756,21394162662661,30994,33242,12036,507,1884876944524,1,590,1,421,16383.0,16248.46,14.8,241891.18
7695,1605528000,4887104382959,17135643325644,37330,32178,12629,546,1884797156502,1,382,1,202,16248.46,16316.67,7.0729999999999995,115249.57
7696,1605531600,4905679171967,23367440195579,38337,36343,12677,650,1884771149893,1,951,1,250,16316.67,16325.07,28.95,472727.71
7697,1605535200,4508256082150,13823312553214,31046,32149,11650,546,1884796493058,1,800,1,223,16325.07,16400.51,59.78,981605.01
7698,1605538800,5054664458802,13803663649503,29927,37570,13062,546,1884794743744,1,577,1,137,16400.51,16456.02,11.97,196622.59
7699,1605542400,2084633091377,29101953762803,21297,16846,5387,1024,1874882618407,1,892,1,142,16456.02,16584.18,71.25,1179842.43
7700,1605546000,10587913269140,28706934458909,67431,77895,27364,546,1873722242985,1,795,1,330,16584.18,16687.94,43.55,726962.65
7701,1605549600,10460884104108,7725591950118,68559,67130,27036,546,1873733473921,1,624,1,110,16687.94,16705.44,36.04,602495.1
7702,1605553200,8691479495139,16100187377351,56436,56319,22463,546,1876138226715,1,753,1,101,16705.44,16802.09,53.41,896424.16
7703,1605556800,2942172019812,3813398698721,28219,24837,7604,594,1876138126715,1,326,1,101,16802.09,16849.87,38.76,652066.5
7704,1605560400,5736925899231,25883861079576,29298,38869,14827,546,1876132055261,1,500,1,173,16849.87,16712.59,56.74,950689.54
7705,1605564000,6655484075853,32702972769713,42395,46027,17201,597,1869314529552,1,538,1,118,16712.59,16741.11,22.98,384023.04
7706,1605567600,3104680206072,6341063991674,17211,23671,8024,546,1848822372820,1,650,1,307,16741.11,16722.99,14.22,238358.9
7707,1605571200,8657817085128,19548139339927,88756,58624,22376,546,1848817166944,1,992,1,353,16722.99,16825.08,20.0,335907.06
7708,1605574800,2691832028121,6826120293801,29025,19674,6957,546,1845561063766,1,1098,1,271,16825.08,16709.07,7.779,130301.82
7709,1605578400,3103132509060,23548394771786,16988,28502,8020,546,1839572269212,1,234,1,411,16709.07,16689.01,10.2,170264.27
7710,1605582000,4890722557920,14111259797539,37697,42584,12640,546,1832216378019,1,637,1,3673,16689.01,16591.46,18.94,314865.93
7711,1605585600,4201610463327,8604086542415,52257,34291,10859,546,1832453728019,1,924,1,935,16591.46,16697.98,9.36,155882.88
7712,1605589200,4250362919205,4556374610288,54407,29412,10985,546,1832454429521,1,1000,1,172,16697.98,16632.38,9.138,152209.87
7713,1605592800,3412284987207,13522145571840,25717,27112,8819,546,1832454329521,1,581,1,2611,16632.38,16655.7,12.71,211502.32
7714,1605596400,3460650518832,4887994534557,24978,28399,8944,546,1828732818147,1,526,1,317,16655.7,16763.54,13.06,218670.52
7715,1605600000,8778537452064,8548508750435,64957,56458,22688,546,1828771728247,1,613,1,1285,16763.54,16726.48,18.13,303402.24
7716,1605603600,4338968573142,10192070269227,34101,30295,11214,0,1818770388277,1,565,1,213,16726.48,16662.69,12.11,202049.41
7717,1605607200,2115314891151,5879421972933,11566,17596,5467,546,1818890627180,1,261,1,729,16662.69,16788.89,13.7,228882.5
7718,1605610800,5351549343243,9696439448280,29973,39726,13831,546,1818290170391,1,673,1,569,16788.89,17000.0,65.33,1105077.53
7719,1605614400,9033907459044,11321890498098,62237,60157,23348,546,1818278025193,1,750,1,345,17000.0,17095.1,48.23,821049.72
7720,1605618000,6219033518469,11571900695762,43602,42410,16073,0,1818545171094,1,842,1,201,17095.1,16971.15,36.25,617224.11
7721,1605621600,3134860297806,13141465241220,19905,24476,8102,4395,1818549400094,1,500,1,360,16971.15,17175.85,35.39,605918.67
7722,1605625200,8303781393633,9300612611260,47218,59938,21461,546,1818405588139,1,540,1,474,17175.85,17334.24,59.79,1031275.1
7723,1605628800,5290802235522,17100953216465,34980,37594,13674,546,1817756446736,1,622,1,285,17334.24,17658.25,157.43,2746362.56
7724,1605632400,4199675842062,8264503498091,23701,32296,10854,546,1817613775870,1,314,1,137,17658.25,17819.78,100.21,1768774.87
7725,1605636000,8486022716796,28717739617102,46618,65450,21932,895,6000099293700,1,1082,1,174,17819.78,17656.74,75.63,1341450.76
7726,1605639600,11627460726903,19010955776349,66235,74471,30051,0,1812955238495,1,803,1,392,17656.74,17690.82,81.65,1440838.52
7727,1605643200,3255193740489,15209598103861,24874,25910,8413,569,1814989400943,1,876,1,200,17690.82,17695.53,33.85,598774.2
7728,1605646800,4330069315323,11085853011324,23123,37314,11191,1357,1812888253745,1,644,1,136,17695.53,17635.25,55.25,973153.73
7729,1605650400,6610600862505,15409571759302,34847,41006,17085,1000,1804289675286,1,287,1,269,17635.25,17615.36,55.37,971083.71
7730,1605654000,8817229877364,13025152014122,54711,60497,22788,546,1805100936995,1,914,1,336,17615.36,17685.78,27.88,493171.3
7731,1605657600,6577712301000,10712720957278,50600,46615,17000,546,1805100836995,1,615,1,386,17685.78,17728.97,40.39,716533.01
7732,1605661200,2787402318612,13222801825715,26208,22717,7204,546,1795484205286,1,600,1,150,17728.97,17761.98,29.22,517540.36
7733,1605664800,6051108392667,20411050874269,59520,51737,15639,546,1793983855972,1,1046,1,3612,17761.98,17703.23,19.68,348495.26
7734,1605668400,3589109370828,9827204987359,24367,30662,9276,546,1792238083028,1,813,1,1507,17703.23,18041.52,51.04,913928.87
7735,1605672000,4476713607210,16936464179061,47447,33970,11570,546,1751926815933,1,1075,1,954,18041.52,18382.2,128.37,2338502.46
7736,1605675600,7016097479649,14095632790556,63667,51226,18133,300,1754957975486,1,1458,1,2608,18382.2,17634.52,242.09,4295292.49
7737,1605679200,4104879400077,10806602806610,31762,28307,10609,546,1760052077396,1,368,1,228,17634.52,17793.89,70.64,1253392.2
7738,1605682800,3926894243697,6282188410759,24981,30527,10149,546,1760051977396,1,370,1,203,17793.89,18092.39,69.78,1249186.33
7739,1605686400,7018805949420,22190761157910,55755,56109,18140,546,1759526972693,1,658,1,589,18092.39,18230.44,56.71,1030570.75
7740,1605690000,6101795469810,11770515531007,44481,42825,15770,546,1756629035568,1,705,1,325,18230.44,18140.6,60.48,1091495.53
7741,1605693600,7793041379673,8880085015002,55692,49402,20141,546,1755836393775,1,759,1,443,18140.6,18256.61,38.19,693400.88
7742,1605697200,4186907341713,8800408879873,24091,30385,10821,546,1755842991377,1,259,1,118,18256.61,18257.68,48.39,877323.22
7743,1605700800,10329329858088,16814560667181,92571,71881,26696,546,1756248735377,1,1081,1,2737,18257.68,18037.6,33.58,609374.08
7744,1605704400,6882608612364,19572007670726,46502,47405,17788,546,1755723754978,1,787,1,251,18037.6,17879.22,41.98,754493.51
7745,1605708000,6831921535221,16870740117504,48594,46662,17657,546,1750703048166,1,1187,1,409,17879.22,17714.54,40.27,718261.37
7746,1605711600,5865384751227,9848161632129,36432,42022,15159,546,1745915875335,1,717,1,154,17714.54,17907.01,142.73,2512923.74
7747,1605715200,5475752028456,11531156807863,36234,42668,14152,546,1736631604197,1,637,1,330,17907.01,17809.96,110.72,1977116.04
7748,1605718800,8102967706326,6066588751611,40456,53399,20942,546,1733212685709,1,555,1,144,17809.96,17908.28,134.81,2391816.81
7749,1605722400,6251922079974,7544558705531,35246,45005,16158,546,1733407762637,1,420,1,200,17908.28,17800.18,42.59,762123.79
7750,1605726000,4593951655869,7192541047343,30459,35454,11873,1222,1733417784878,1,1055,1,232,17800.18,17657.53,37.39,661908.79
7751,1605729600,8247290452695,12196594975540,54690,51896,21315,546,1733756432736,1,937,1,104,17657.53,17674.97,49.98,880134.25
7752,1605733200,3098876342277,2794546216308,27210,22298,8009,546,1733856332736,1,623,1,254,17674.97,17797.68,32.05,567772.85
7753,1605736800,2076235541598,6389003698547,11377,20072,5366,1582,1734056132736,1,528,1,101,17797.68,17826.15,37.81,673490.35
7754,1605740400,8682580237320,22259049417243,47083,64304,22440,546,5300188238806,1,1017,1,438,17826.15,17801.21,35.06,623991.35
7755,1605744000,2836928622996,10644033369113,18380,23203,7332,546,1733902498988,1,269,1,240,17801.21,17781.23,22.52,398412.31
7756,1605747600,3619289462562,10108319026634,23832,32928,9354,697,1733856604263,1,631,1,3678,17781.23,17869.84,9.567,170142.5
7757,1605751200,3295046938548,3757930981232,25256,27152,8516,546,1733344803818,1,600,1,501,17869.84,17952.8,15.05,270620.61
7758,1605754800,5285772220233,11539393633740,39553,39582,13661,546,1736505673818,1,600,1,955,17952.8,17933.19,12.75,228696.44
7759,1605758400,2896901882211,7444303756307,25967,25299,7487,546,1736712473818,1,490,1,1535,17933.19,17866.94,31.44,560931.4
7760,1605762000,4889561785161,10017990519960,40183,34247,12637,546,1736579146251,1,1016,1,334,17866.94,17892.2,7.507000000000001,133839.14
7761,1605765600,2831124759201,11534457035499,19231,22576,7317,546,1735464703924,1,761,1,438,17892.2,17762.17,8.354,148756.89
7762,1605769200,5040849168084,7198996527174,38502,38819,13028,546,1733201019346,1,762,1,300,17762.17,17667.6,39.75,703232.25
7763,1605772800,2034447722274,6998136397508,12258,17475,5258,546,1733254819346,1,485,1,333,17667.6,17528.88,49.7,872076.76
7764,1605776400,6341301582417,13275913874516,43336,45162,16389,546,1738730017046,1,544,1,300,17528.88,17446.35,19.59,342885.58
7765,1605780000,5143771019382,15623747417357,35526,41177,13294,546,1736736117046,1,672,1,2652,17446.35,17619.67,28.35,495386.82
7766,1605783600,5726865868653,6261316245827,37389,39907,14801,546,1733278783247,1,451,1,288,17619.67,17770.91,16.63,294255.32
7767,1605787200,5281129129197,8366335328917,48560,36536,13649,546,1733274493395,1,955,1,251,17770.91,17739.91,18.7,332024.12
7768,1605790800,6429133387848,12047996897980,48044,43458,16616,546,1731295159313,1,1026,1,293,17739.91,18000.0,36.35,651374.71
7769,1605794400,5506319044443,9997732693188,35039,41341,14231,546,1728466742313,1,330,1,202,18000.0,18132.13,69.9,1258386.76
7770,1605798000,3605360189454,11245645179470,25067,26867,9318,546,1728467762313,1,645,1,101,18132.13,18071.72,40.09,725877.87
7771,1605801600,6315764581719,10714688875875,43702,48840,16323,651,1720705408204,1,686,1,480,18071.72,18019.56,48.59,874371.75
7772,1605805200,2432205854358,5982502940691,19491,22318,6286,2730,1720705308204,1,789,1,161,18019.56,17990.69,21.98,395127.97
7773,1605808800,10120390761468,18763074074477,63543,71513,26156,546,1719678822789,1,608,1,265,17990.69,17952.48,16.43,295821.88
7774,1605812400,6373416295416,7570098762430,42870,44562,16472,546,1719748811421,1,590,1,293,17952.48,17981.0,25.1,450365.2
7775,1605816000,4905038755281,6709920680039,29735,40249,12677,592,1720054711421,1,378,1,176,17981.0,18067.65,11.08,199451.7
7776,1605819600,4266613737831,6992869564414,22798,31625,11027,962,1720055733421,1,670,1,175,18067.65,17952.94,28.19,508150.35
7777,1605823200,8283274408224,11722055222420,54796,59067,21408,600,1720063908107,1,672,1,301,17952.94,17886.0,27.95,500978.42
7778,1605826800,6896537885472,13328516123905,61275,46309,17824,0,1720362022674,1,607,1,291,17886.0,17824.13,42.69,760145.97
7779,1605830400,6472855828437,10674998840789,50086,45381,16729,546,1720897290784,1,600,1,307,17824.13,17797.21,34.74,620946.52
7780,1605834000,5061356153493,5434209866852,53671,36876,13081,546,1730101095167,1,1000,1,501,17797.21,17981.17,14.03,251060.83
7781,1605837600,4197354296544,9531230860670,38694,36638,10848,546,1721273205237,1,408,1,1505,17981.17,17972.49,38.19,687512.13
7782,1605841200,4293698435541,7729207966949,43715,33086,11097,546,1721227678053,1,500,1,948,17972.49,17956.22,14.29,257112.53
7783,1605844800,4309949254167,5832846515966,55181,31752,11139,546,1721244706047,1,1047,1,1209,17956.22,18201.11,41.49,751712.38
7784,1605848400,4527013760100,4578168589572,82844,38223,11700,422,1721345006047,1,980,1,3718,18201.11,18131.05,22.04,399275.36
7785,1605852000,5046266107626,6871033744723,33089,33581,13042,546,1721344906047,1,631,1,247,18131.05,18168.59,12.34,223894.64
7786,1605855600,3683518888560,6656265022892,31012,28943,9520,546,1721304858299,1,496,1,1018,18168.59,18194.27,38.38,701023.3
7787,1562169600,3332703421580,4077069040420,17242,21646,8585,546,189060456619,1,345,1,129,11444.71,11181.28,59.91,677757.58
7788,1562173200,5760510899572,6909414091867,50756,38860,14839,546,175181773010,1,697,1,196,11181.28,11192.32,42.05,472954.02
7789,1562176800,7779931190668,6784803685560,41130,47891,20041,546,160736556745,1,635,1,251,11192.32,11250.72,117.34,1304050.63
7790,1562180400,12042763604456,8404677507317,108790,68158,31022,540,220645655334,1,1022,1,2517,11250.72,11261.69,32.15,362221.97
7791,1562184000,4109104917580,2483727477366,21759,23711,10585,0,293959109815,1,335,1,225,11261.69,11379.83,69.6,789868.08
7792,1562187600,6759739624924,5374211397351,35814,39561,17413,546,57040350371,1,541,1,304,11379.83,11391.41,22.97,261015.42
7793,1562191200,2134715913252,1562037055092,12023,12543,5499,1800,52141841051,1,277,1,257,11391.41,11936.46,250.66,2942214.21
7794,1562194800,9423961358448,7544123151982,44859,54820,24276,546,83844647232,1,538,1,435,11936.46,11974.56,51.52,614336.33
7795,1562198400,5103287033208,4693456571871,28307,34265,13146,546,74508680946,1,500,1,2735,11974.56,11838.23,41.19,491976.67
7796,1562202000,8716659595592,5458304936582,45031,68712,22454,546,106649705502,1,500,1,2701,11838.23,11916.0,19.57,232459.35
7797,1562205600,3017096213456,4074847315500,16355,23786,7772,0,373289796852,1,240,1,501,11916.0,11923.47,13.11,156436.62
7798,1562209200,8617668404852,10449866933259,46093,70500,22199,0,130326726688,1,527,1,5450,11923.47,11914.6,20.24,240997.78
7799,1562212800,5698010579144,7264120840306,30759,43204,14678,546,55103699648,1,684,1,1289,11914.6,11663.63,98.82,1160932.15
7800,1562216400,6593589704780,5214900565578,44097,44940,16985,546,88901508481,1,930,1,693,11663.63,11691.12,26.33,307345.43
7801,1562220000,7686374810400,3854286545144,60028,48016,19800,546,60896006318,1,608,1,492,11691.12,11788.96,33.62,395009.81
7802,1562223600,6026040211204,3853177107514,28737,39793,15523,546,410409574442,1,500,1,501,11788.96,11723.4,54.22,637568.24
7803,1562227200,4272537432488,4604918662271,22487,30878,11006,546,80001428227,1,307,1,207,11723.4,11800.0,21.13,248005.63
7804,1562230800,6282640905632,4420771281683,37750,41951,16184,546,119999950172,1,905,1,397,11800.0,11643.47,19.71,230584.08
7805,1562234400,3041164659832,3872536605131,16731,21893,7834,546,575679965272,1,324,1,98,11643.47,11625.31,59.18,685961.64
7806,1562238000,8004311223012,7081669641770,45964,51793,20619,546,99999936153,1,714,1,384,11625.31,11740.72,32.9,385925.14
7807,1562241600,5994595950616,5477671607469,34692,38520,15442,0,314637181682,1,1004,1,498,11740.72,11788.9,71.31,838994.59
7808,1562245200,2269809773556,3074471875077,9772,16264,5847,546,746718191899,1,228,1,380,11788.9,11883.63,41.15,487983.04
7809,1562248800,6704615118708,8251812741075,53442,47945,17271,0,579998273000,1,985,1,1244,11883.63,11874.23,30.54,362812.72
7810,1562252400,4420053716728,6696503383295,30613,32256,11386,546,1499999666660,1,1037,1,523,11874.23,11769.27,38.51,454999.93
7811,1562256000,7769837971220,9938845957639,45652,48757,20015,546,1499999441632,1,753,1,117,11769.27,11783.22,65.56,771232.73
7812,1562259600,7406093870344,6980864304288,48728,45701,19078,546,103295083455,1,922,1,857,11783.22,11868.69,25.7,304777.81
7813,1562263200,6923948541328,4364504591229,42420,41590,17836,546,71896387516,1,624,1,218,11868.69,11834.88,13.52,160410.36
7814,1562266800,4085424671952,2558267275156,23534,24200,10524,0,68945989332,1,260,1,423,11834.88,11865.69,15.56,183718.17
7815,1562270400,6386678706096,4593353666386,37178,37452,16452,0,66381346449,1,268,1,176,11865.69,11716.83,112.27,1307050.86
7816,1562274000,8147169098276,2530368538817,48287,46448,20987,546,99999999263,1,481,1,1184,11716.83,11577.9,24.38,284540.64
7817,1562277600,6680934873080,2634318227944,33720,39365,17210,546,99999892863,1,967,1,228,11577.9,11614.29,28.33,328871.15
7818,1562281200,4059027021088,3449072454185,20619,24174,10456,546,54973606107,1,250,1,151,11614.29,11134.98,233.14,2625971.4
7819,1562284800,7483734019944,3984695400643,33331,47011,19278,0,79494981194,1,500,1,2770,11134.98,11180.0,170.55,1892972.76
7820,1562288400,4799714048272,3465732081429,21058,40993,12364,546,111371253722,1,669,1,5412,11180.0,11205.43,79.21,885714.68
7821,1562292000,6766727238388,5120220151180,37679,64405,17431,546,253494327682,1,940,1,2701,11205.43,11102.56,18.37,205146.74
7822,1562295600,5722467226268,19255894063979,34715,49228,14741,546,112930989479,1,917,1,921,11102.56,11125.0,9.793,108771.12
7823,1562299200,5016718266404,16514728832011,28589,36207,12923,546,92021144251,1,847,1,364,11125.0,11166.64,90.33,998162.23
7824,1562302800,5592031774940,17489121058808,27796,40491,14405,546,238723543225,1,240,1,392,11166.64,11142.1,12.51,139809.6
7825,1562306400,5820682015512,7014983930596,29272,38964,14994,0,74167486614,1,348,1,824,11142.1,10820.0,44.96,491628.35
7826,1562310000,7592818430132,6433513925020,36409,50785,19559,0,119880055131,1,180,1,448,10820.0,10950.0,73.15,795671.79
7827,1562313600,6900268295700,6754251343601,54165,60676,17775,0,110699640003,1,341,1,391,10950.0,10860.32,28.85,315053.67
7828,1562317200,5430928464520,8044239691047,38519,45604,13990,0,201899100000,1,774,1,201,10860.32,11216.75,44.17,490669.7
7829,1562320800,4201884896352,4864581341790,22409,29017,10824,0,170819640000,1,210,1,231,11216.75,11297.92,47.9,539808.0
7830,1562324400,5468972137824,6846847021789,48116,35421,14088,546,644413436076,1,304,1,495,11297.92,11191.73,52.49,590584.03
7831,1562328000,5555152703880,6572472936694,36734,39635,14310,546,114340424611,1,824,1,396,11191.73,11196.64,11.9,133062.26
7832,1562331600,3520204382864,3711632269726,21654,23538,9068,546,260301855742,1,914,1,130,11196.64,11174.81,3.6289999999999996,40612.92
7833,1562335200,6765562636144,7235064249608,35814,47451,17428,0,97478118820,1,364,1,1261,11174.81,11363.87,139.65,1585755.94
7834,1562338800,6220916986700,5003091797528,33168,42544,16025,546,100099955730,1,806,1,100,11363.87,11251.66,21.54,243085.36
7835,1562342400,7517119284272,5100700092971,38599,48891,19364,0,48543997687,1,279,1,497,11251.66,11159.75,28.35,317477.95
7836,1562346000,6652984419224,4481835924713,41147,41832,17138,0,86365447086,1,308,1,264,11159.75,11295.23,86.66,965322.41
7837,1562349600,7371932204520,4192441616331,51114,43342,18990,0,566473948116,1,833,1,390,11295.23,11228.95,23.69,266406.66
7838,1562353200,7706949450044,3895025190071,58653,51645,19853,0,151209295962,1,869,1,2760,11228.95,11142.22,34.64,387773.17
7839,1562356800,6351352438028,3642668170386,41203,37251,16361,0,373289733012,1,1100,1,274,11142.22,11046.35,67.92,743852.59
7840,1562360400,5819905614016,2123471506730,27672,34836,14992,0,49999989479,1,500,1,260,11046.35,11054.66,33.85,373540.8
7841,1562364000,5728678438236,2329960996167,32358,33031,14757,546,39267847597,1,333,1,227,11054.66,10960.0,43.54,479323.64
7842,1562367600,6908032310660,2327325241852,26937,38895,17795,0,56197788286,1,198,1,291,10960.0,10987.35,47.24,516410.52
7843,1562371200,2106377258648,1470811638174,9609,13344,5426,546,47227287817,1,247,1,251,10987.35,11457.43,110.28,1247535.61
7844,1562374800,7350192962632,4878899548585,39346,73251,18934,365,101575971553,1,359,1,5396,11457.43,11391.32,20.94,238969.69
7845,1562378400,4420441917476,1917958639057,22352,35423,11387,546,40241269043,1,398,1,964,11391.32,11375.0,39.8,453909.67
7846,1562382000,5173163167848,3789731634151,27764,41564,13326,546,39227286359,1,457,1,292,11375.0,11518.31,31.36,357499.24
7847,1562385600,5722079025520,3427040224205,28404,46345,14740,0,64654281351,1,630,1,1015,11518.31,11425.85,66.79,771943.95
7848,1562389200,5809812394568,3031678816866,25425,39713,14966,0,48625331948,1,500,1,931,11425.85,11351.07,58.14,661170.21
7849,1562392800,6441026810816,3190071797606,29542,39174,16592,0,134166158404,1,284,1,284,11351.07,11395.77,66.88,764669.08
